cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,variavel,media,mediana,desvio_padrao,p5,p95
benchmark,benchmark,1.0,0.0,False,12,deficit_governo,0.17168190468441183,0.1719148719818838,0.007197281872105119,0.1582320983706888,0.18163061418847956
benchmark,benchmark,1.0,0.0,False,12,inflacao,0.07137778339656249,0.07171077206082377,0.006926023361555105,0.059803037548797455,0.08177471842282003
benchmark,benchmark,1.0,0.0,False,12,pib_real,8669481.30550371,8658944.87188146,115122.68519994126,8491996.39740114,8874324.959152207
benchmark,benchmark,1.0,0.0,False,12,taxa_desemprego,0.1364512043580021,0.1366690137842772,0.007811193775444529,0.12231214817987725,0.14847657612157378
benchmark,benchmark,1.0,0.0,False,13,deficit_externo,-0.029710006805704188,-0.029708544189432626,0.004250022168007044,-0.037020753327565124,-0.022268954371451943
benchmark,benchmark,1.0,0.0,False,13,deficit_governo,0.1650481535319025,0.165025399084385,0.00776347180027844,0.14967371879481203,0.17675563954997073
benchmark,benchmark,1.0,0.0,False,13,inflacao,0.0537252849953207,0.05386408493903749,0.007808803061299522,0.041212511835562585,0.06742110782966373
benchmark,benchmark,1.0,0.0,False,13,pib_real,8873431.703455994,8879569.643738827,134149.0011766647,8663219.618811762,9132978.900683269
benchmark,benchmark,1.0,0.0,False,13,taxa_desemprego,0.12659431235342963,0.1267543216424133,0.00861057316098276,0.1091541652350384,0.14057975497129288
benchmark,benchmark,1.0,0.0,False,14,deficit_externo,-0.02888412771397687,-0.02847725665455014,0.004627201246058556,-0.035773057253608014,-0.021940809261558603
benchmark,benchmark,1.0,0.0,False,14,deficit_governo,0.14950019876895262,0.15059379434999648,0.007829241647798689,0.13625174969389173,0.16185021373312786
benchmark,benchmark,1.0,0.0,False,14,inflacao,0.042466977476025666,0.04240068088333293,0.009060089961618696,0.028706513888789996,0.058015095176598384
benchmark,benchmark,1.0,0.0,False,14,pib_real,9310947.013654524,9287643.036523497,152396.3897345848,9079486.694424445,9590845.897882704
benchmark,benchmark,1.0,0.0,False,14,taxa_desemprego,0.10617999182579294,0.10692368742578187,0.008994404897767806,0.0904724580747345,0.12071247237508652
benchmark,benchmark,1.0,0.0,False,15,deficit_externo,-0.02203948953064183,-0.021856296763456358,0.004716266849931038,-0.029350340652899858,-0.013025716288404017
benchmark,benchmark,1.0,0.0,False,15,deficit_governo,0.13056237756511102,0.1312012690792518,0.006198762909514902,0.12062892152877289,0.14168565654991952
benchmark,benchmark,1.0,0.0,False,15,inflacao,0.04454385568630318,0.044965629147351915,0.01158550203867465,0.027140716170821456,0.06553770871497643
benchmark,benchmark,1.0,0.0,False,15,pib_real,9868501.7975627,9881591.945276598,112124.33438605811,9685587.868189637,10039218.66538117
benchmark,benchmark,1.0,0.0,False,15,taxa_desemprego,0.08021777040562152,0.08048404518232558,0.0070986426790064,0.06944959671948558,0.0914197837951569
benchmark,benchmark,1.0,0.0,False,16,deficit_externo,-0.013356252182810406,-0.013443832577124618,0.004612686045574874,-0.019786893289159092,-0.005576033967238881
benchmark,benchmark,1.0,0.0,False,16,deficit_governo,0.11571817312059973,0.11550693973863142,0.004247515786380622,0.1092163918682759,0.12256046403277521
