cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,periodo,variavel,unidade,media,mediana,desvio_padrao,p5,p95
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,23,pib_real,% em relação ao benchmark,-1.9050704815160446,-1.9095172073335498,0.22562339686667904,-2.2129070179462396,-1.5611283722050717
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,23,taxa_desemprego,p.p. em relação ao benchmark,-0.48823911490764493,-0.49586305820423504,0.128566390875715,-0.6884274369013204,-0.2789980160059579
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,24,deficit_externo,p.p. do PIB em relação ao benchmark,-0.06902056158970417,-0.06831451211681758,0.10809806893307757,-0.2535310768436308,0.11137556371538462
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,24,deficit_governo,p.p. do PIB em relação ao benchmark,0.36682969766358015,0.3618634943033619,0.15210293901623487,0.13567514102882303,0.6184571614947073
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,24,inflacao,p.p. em relação ao benchmark,2.143291692541026,2.1332875738080848,0.2354268236645939,1.7920906420256666,2.5607586529237656
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,24,pib_real,% em relação ao benchmark,-2.5562365460188157,-2.560986162188211,0.305613043565394,-3.128372836985718,-2.070373039960073
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,24,taxa_desemprego,p.p. em relação ao benchmark,-0.2336456578093566,-0.240813432982704,0.15057156461969112,-0.46890266098856503,0.032458727276808735
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,25,deficit_externo,p.p. do PIB em relação ao benchmark,-0.3238960189195835,-0.31122374320920987,0.13478879973334063,-0.5779551110777382,-0.1038038866724522
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,25,deficit_governo,p.p. do PIB em relação ao benchmark,0.7024746006275574,0.6873753930601856,0.1515969658769091,0.47620485352210556,0.9327166048272076
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,25,inflacao,p.p. em relação ao benchmark,2.040029161837378,2.0314524086102126,0.2907620776251727,1.5720589002017171,2.5427993968220086
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,25,pib_real,% em relação ao benchmark,-3.5526107880339515,-3.519050780097893,0.3758343591016479,-4.102815581892856,-2.9477933350483294
choque_05pct_permanente,permanente,0.95,0.050000000000000044,True,25,taxa_desemprego,p.p. em relação ao benchmark,0.09132661052353967,0.07971471088319276,0.15343417902484702,-0.14039259253070827,0.3510570461933451
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,0,deficit_externo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,0,deficit_governo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,0,inflacao,p.p. em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,0,pib_real,% em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,0,taxa_desemprego,p.p. em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,1,deficit_externo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,1,deficit_governo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,1,inflacao,p.p. em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,1,pib_real,% em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,1,taxa_desemprego,p.p. em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,2,deficit_externo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,2,deficit_governo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,2,inflacao,p.p. em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,2,pib_real,% em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,2,taxa_desemprego,p.p. em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,3,deficit_externo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,3,deficit_governo,p.p. do PIB em relação ao benchmark,0.0,0.0,0.0,0.0,0.0
