cenario,tipo_choque,multiplicador_produtividade,perda_produtividade,choque_permanente,simulacao,seed,periodo,variavel,irf,unidade
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,6,pib_real,-0.08499936203029135,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,7,pib_real,-0.15660761671933976,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,8,pib_real,-0.20464768636011543,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,9,pib_real,-0.22093328138559354,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,10,pib_real,-0.22132486113055627,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,11,pib_real,-0.19954183278239057,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,12,pib_real,-0.15878141671402668,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,13,pib_real,-0.10039851398083721,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,14,pib_real,-0.04203855518403188,% em relação ao benchmark
choque_05pct_temporario,temporario,0.95,0.050000000000000044,False,9,50,15,pib_real,-0.07800431550438747,% em relação ao benchmark
